gene,c,coeff,pval,importance,group,scaled
ACTL6A,TMEM181,-0.112990451393262,0.004816343483072,0.001611815648755,ec,0.0036985647780588167
ACTL6A,TTC9B,-0.513242824317622,4.99525249545238e-43,0.003558254362414,ec,0.008209591114367523
ACTL6A,TUB,-0.19578805009128,8.79493580897979e-7,0.001654963498655,ec,0.003798563347696851
ACTR5,ABL1,0.129964254387846,0.001170618860643,0.022597006661208,ec,0.05233341193011188
ACTR5,C3AR1,0.128823546876163,0.001294423799723,0.035787267987712,ec,0.08290289033654986
ACTR5,IL11,0.148392561219742,2.06410848318e-4,0.028181947072185,ec,0.06527695497815966
ACTR5,LRRC46,-0.201285627278192,4.24205860455441e-7,0.024318210550807,ec,0.056322438669896675
ACTR5,TRPC1,0.11050986948878,0.005837156698192,0.030160534755989,ec,0.06986248910656662
AKT1,NDUFB9,0.17857745955087,7.56289331186438e-6,0.02022970447531,ec,0.046847001065157254
ALKBH2,LCE3B,0.317407401337775,5.30453431011148e-16,9.87549182378431e-5,ec,1.91926343516691e-4
ALKBH2,MCRIP2,0.137038969654346,6.16428395317e-4,1.0500427552e-4,ec,2.0640972544235038e-4
ALKBH2,STRA8,0.162973664900031,4.49560824437702e-5,1.10757973041e-4,ec,2.1974437649827477e-4
ALKBH3,CCDC6,0.01698465037036,0.672708976674499,0.002302254431573,ec,0.005298711502969558
ALKBH3,CYP26C1,0.088672063305716,0.027133045942333,0.002865055744691,ec,0.006603048252834058
ALKBH3,GINS4,0.025200174067034,0.530777614624248,0.001785985993308,ec,0.004102218386964681
ALKBH3,PRDM1,-0.010523100600812,0.793542543183809,0.001912631301164,ec,0.004395728948124033
ALKBH3,TMED4,0.01355925339172,0.735943838038896,0.002453191281747,ec,0.005648519643075056
ANKRD28,DEFB4B,0.211722979331449,1.00413729023093e-7,0.001101034193433,ec,0.0025147881808885966
ANKRD28,GRK5,-0.002780286552798,0.94487426012331,0.001358794875938,ec,0.0031121690380845296
ANKRD28,HLA-DMB,0.117287045938944,0.003422514819638,0.001381845623427,ec,0.0031655909764506285
ANKRD28,USP17L13,0.546246625696552,1.362787511809e-49,0.001363431156663,ec,0.003122913986952547
ANKRD28,USP8,-0.074688143513806,0.062875955154883,0.001541550840351,ec,0.003535720503023677
ANKRD44,ANKRD20A1,0.080492698560485,0.044954414493357,6.7286185626e-4,ec,0.0015224647771707668
ANKRD44,CAMKK1,0.08911375332409,0.02637476679377,6.23678179551e-4,ec,0.0014084776994406315
ANKRD44,NACC2,0.09382776323028,0.019354794986495,6.71546503066e-4,ec,0.0015194163416572088
ANKRD44,NCEH1,-0.068507852259486,0.088050586772338,6.68126050892e-4,ec,0.0015114891720367524
ANKRD44,RNF141,0.061820051602562,0.123824780927573,5.34452630514e-4,ec,0.001201690401822164
ANKRD44,VWC2,0.161359725253835,5.35739225154414e-5,5.83354877415e-4,ec,0.0013150252436165866
ANKRD52,AVPI1,0.039561884492048,0.324979754236218,0.02350122475231,ec,0.05442900918375472
ANKRD52,TNFRSF8,0.150113097784234,1.73648204843e-4,0.026019302391226,ec,0.060264854138085064
APEX1,RAD17,-0.015290288532261,0.70373270037672,0.00300356765657,ec,0.006924060611452869
APEX1,VMAC,0.016184115505734,0.687301458728068,0.003096023520527,ec,0.007138334420501895
APEX2,AKR1B1,0.161167373149599,9.9499682383689e-5,0.025354741260213,ec,0.05872468092685087
APEX2,ARMC9,0.26859157422117,5.2242248493505e-11,0.017720348106668,ec,0.04103136834747017
APEX2,CALD1,0.260017210011779,2.19271142845886e-10,0.023034390385996,ec,0.05334708345634372
APEX2,CDH13,0.136922593860622,9.65910986963e-4,0.018303485358472,ec,0.04238283525064612
APEX2,COL13A1,0.257534684176156,3.28997040503491e-10,0.035985614819012,ec,0.08336257487397652
APEX2,ECM1,0.234098247887883,1.23195414600464e-8,0.034526264437597,ec,0.07998041444001665
APEX2,FBN1,0.209265313249443,3.84449186247243e-7,0.021765115237536,ec,0.050405437473582865
APEX2,GALNT11,0.165532936552057,6.3695416800388e-5,0.018312746851549,ec,0.0424042994965485
APEX2,GBE1,0.188505771235182,5.03925569261769e-6,0.032041372006773,ec,0.07422147884154137
APEX2,GNG12,0.234561762236938,1.15089004193758e-8,0.030795634814979,ec,0.07133438394311631
APEX2,HSPB8,0.169575006986369,4.17189502366371e-5,0.024989830370564,ec,0.057878970953009444
APEX2,HTR7,0.185237004384611,7.3735848678932e-6,0.02424196026223,ec,0.0561457225690977
APEX2,HTRA1,0.247488480398044,1.6272663704965e-9,0.024082974249573,ec,0.05577725985554417
APEX2,IFNGR2,0.175693379795081,2.15786099343125e-5,0.017733643438998,ec,0.04106218133627364
APEX2,IKBIP,0.199071001086859,1.40710867323528e-6,0.02928938160351,ec,0.0678435224747307
APEX2,INSYN2B,0.197718652661816,1.66316784806023e-6,0.017744602591938,ec,0.04108758004376391
APEX2,ITGB1,0.219875267812627,9.28422119645551e-8,0.017710734176481,ec,0.041009087300569146
APEX2,KDELR2,0.243971699016373,2.80174658221632e-9,0.029345705755115,ec,0.06797405817024345
APEX2,KIRREL1,0.21742073463706,1.29810451676529e-7,0.021802946076049,ec,0.05049311344696914
APEX2,LGALS1,0.153040074321191,2.21497424084e-4,0.024552514701219,ec,0.05686545715067281
APEX2,LMAN1,0.17402433210295,2.58882417058614e-5,0.019393381637243,ec,0.044908756453753765
APEX2,LMTK3,-0.126037900010802,0.002399691978786,0.021764223745683,ec,0.05040337137039695
APEX2,LOX,0.247958689858567,1.51227993866152e-9,0.038167442880848,ec,0.08841913472308557
APEX2,P4HA1,0.210788030343395,3.14924770823502e-7,0.023339959042765,ec,0.05405526309157313
APEX2,PEA15,0.246336994102535,1.94590818146894e-9,0.027749296841522,ec,0.06427425370057258
APEX2,PLPP4,0.245034984457648,2.37940214776839e-9,0.036300308633778,ec,0.08409190278773049
APEX2,PTCHD4,0.251302863641462,8.94113019424868e-10,0.06215384338628,ec,0.14400952327934635
APEX2,RGS4,0.148718075628717,3.33666028199e-4,0.019974481154493,ec,0.04625550074523125
APEX2,SCAI,-0.173958956773229,2.6072644967892e-5,0.027338559769898,ec,0.0633223379097532
APEX2,SERPINE1,0.246864967347374,1.7929201178955e-9,0.043908913924185,ec,0.10172544994580288
APEX2,SHC1,0.231312386994822,1.84909230710507e-8,0.023208677956848,ec,0.05375100874650952
APEX2,SUMF1,0.19307399625742,2.92765761294936e-6,0.031390692733699,ec,0.07271347793880079
APEX2,TICAM2,0.17120239739133,3.50863762991738e-5,0.040643665520629,ec,0.09415797739212474
APEX2,TMEM43,0.214047773409259,2.04446687530448e-7,0.018528208515565,ec,0.042903649018329215
APEX2,TPST1,0.19662125568454,1.90322239418477e-6,0.018152963905215,ec,0.042033989825893264
APEX2,UBR5,-0.122000379198271,0.003306362503414,0.0243767771711,ec,0.05645817146472671
APEX2,ZNF852,-0.14729609067729,3.80908190206e-4,0.01824657151017,ec,0.042250932886194914
APLF,C11orf1,0.107148508668818,0.007530076805155,4.9988193641e-4,ec,0.0011215700720767412
APLF,CAPZA1,-0.091889203429362007,0.022015494797753,4.40810263306e-4,ec,9.846667772378129e-4
APLF,HINT1,-0.202736376289508,3.48763034067542e-7,4.5388852318e-4,ec,0.0010149766833811196
APTX,MSRB3,0.047088454500594,0.241307849494767,0.003147745215448,ec,0.007258203557048484
APTX,PRAMEF20,0.18447332408163,3.69994591623277e-6,0.00298269149647,ec,0.006875678452101411
APTX,RALGPS2,-0.056470356597084,0.159866551007525,0.00377803830799,ec,0.008718957867008504
APTX,ZNF561,0.057289235183773,0.153887011130603,0.003060554009365,ec,0.007056131010826081
ARID1A,AJUBA,-0.177357323347529,8.74383983567845e-6,0.023543966222266,ec,0.05452806593559131
ARID1A,AMPD1,0.243382283024952,7.97225011464089e-10,0.016185171173874,ec,0.037473473857327695
ARID1A,BCL2L2,-0.147552734326511,2.24428530387e-4,0.028765646019211,ec,0.06662972365463145
ARID1A,BHLHA15,0.196378029118799,8.14095449218828e-7,0.052122777416872,ec,0.12076173106698028
ARID1A,BMP8A,0.205194724943723,2.49456459444674e-7,0.026434177420416,ec,0.06122635997426666
ARID1A,BMP8B,0.147040556683404,2.36129003681e-4,0.01954139236649,ec,0.045251783076171455
ARID1A,BMPR1A,-0.226390287000211,1.16701294550866e-8,0.024287149627618,ec,0.0562504525130491
ARID1A,CD48,0.243541600068557,7.7665166918105e-10,0.017065426850987,ec,0.03951353631307151
ARID1A,CHIT1,0.192386262956931,1.36690475865944e-6,0.033104784951703,ec,0.07668602281474106
ARID1A,EIF2AK3,0.157481689548382,8.10970617840498e-5,0.02698612136812,ec,0.06250553391731799
ARID1A,EPHA2,-0.183441436546602,4.20007710193623e-6,0.020117853911822,ec,0.0465877784993068
ARID1A,ERMN,0.164618244533297,3.75344496437329e-5,0.017387174213009,ec,0.04025921138289719
ARID1A,FAM129B,-0.101671976506161,0.011240875525354,0.017635634867421,ec,0.04083503868623009
ARID1A,FAM57A,-0.177466335812789,8.6315637201716e-6,0.019033500958355,ec,0.04407470439293105
ARID1A,GABRR2,0.21885441400148,3.5930985356834e-8,0.022782691390156,ec,0.05276375103951037
ARID1A,GMFG,0.230765219597168,5.96431227302757e-9,0.020492622439272,ec,0.04745633433180385
ARID1A,GOLGA8S,0.249376386322829,2.94335501649708e-10,0.054605079934449,ec,0.12651466433577316
ARID1A,GPR25,0.108900630437907,0.006599514366096,0.021258025513447,ec,0.04923021675680167
ARID1A,GPR63,0.130977588996333,0.001069891619386,0.025630352383311,ec,0.05936343159808957
ARID1A,GTF3C6,-0.170899152136801,1.85435026134684e-5,0.018920610313404,ec,0.04381307135567013
ARID1A,IFI27L1,0.147330166448002,2.29444668478e-4,0.027320685596469,ec,0.06328091309297774
ARID1A,IGF1,0.20438881535547,2.78549510577471e-7,0.020955162408621,ec,0.04852830745311853
ARID1A,INPP5J,-0.086774474755227,0.030608026930763,0.021150641045154,ec,0.0489813447213346
ARID1A,LAIR1,0.20503797874591,2.54875267403218e-7,0.017490148517447,ec,0.0404978625133043
ARID1A,LFNG,-3.18810075939e-4,0.993673879152557,0.016802836127887,ec,0.03890496145311731
ARID1A,LIMD1,0.084238323897968,0.035842451823962,0.045517774789491,ec,0.10545411280270249
ARID1A,LMBRD2,0.174703120710111,1.19485617184872e-5,0.020050162643589,ec,0.046430898608049824
ARID1A,LPXN,0.169689273294156,2.12835631667153e-5,0.021232735197135,ec,0.049171604439785764
ARID1A,LRRC14B,0.29757177781764,3.65489039499702e-14,0.026923788784877,ec,0.062361073204198106
ARID1A,LY9,0.223413516060065,1.82838565207649e-8,0.01903035864895,ec,0.044067421841272304
ARID1A,MAP4K1,0.19290052716196,1.27939329170842e-6,0.016291365678433,ec,0.037719588057315206
ARID1A,MZB1,0.240071894525222,1.3668045353105e-9,0.022688366425862,ec,0.052545145441956403
ARID1A,NCKAP5L,-0.148029771563028,2.14021173546e-4,0.028033870381922,ec,0.06493377548584771
ARID1A,NME7,-0.147567365748665,2.24102397501e-4,0.020307953230857,ec,0.04702834877190952
ARID1A,NT5DC1,-0.170926234289347,1.84861850135047e-5,0.023002183445685,ec,0.05327244131378084
ARID1A,NUGGC,0.177927731505092,8.17139411375632e-6,0.017598843725437,ec,0.040749772292139164
ARID1A,P2RX7,0.184861226811332,3.52709794200775e-6,0.023530537922028,ec,0.05449694478309861
ARID1A,PANK1,-0.181685074701342,5.20324113637703e-6,0.016349553718234,ec,0.03785444346178209
ARID1A,PCBD1,-0.215858154006772,5.55724479480552e-8,0.025758412211223,ec,0.05966022042184259
ARID1A,PPIL4,-0.233094047005293,4.14929660544793e-9,0.020112660794719,ec,0.04657574303789988
ARID1A,PRDM1,0.200168801327214,4.92747466370034e-7,0.018718577985641,ec,0.04334484538742918
ARID1A,RAP1GAP,-0.114053344958953,0.00443056377392,0.025838861063985,ec,0.05984666702865766
ARID1A,RORB,0.169534443570393,2.16607739985253e-5,0.016516981312403,ec,0.038242470211055576
ARID1A,SEL1L,0.177046391686614,9.07177989470653e-6,0.024332678748541,ec,0.0563559698674417
ARID1A,SIT1,0.086064909595124,0.032002009942506,0.021627037327501,ec,0.05008543094871292
ARID1A,SKIDA1,-0.15621253966878,9.26882889907572e-5,0.016597556761132,ec,0.03842921021408045
ARID1A,SLC6A8,-0.113468288901289,0.004639307794715,0.017021880047768,ec,0.03941261313742541
ARID1A,SMARCA2,0.221076273052889,2.58982942090708e-8,0.021328801558572,ec,0.049394245863548354
ARID1A,SNX9,-0.225252026853295,1.38661924600604e-8,0.022839466548843,ec,0.05289533197976187
ARID1A,ST3GAL6,0.162300007054729,4.83802323325254e-5,0.018147773946402,ec,0.04202196168407431
ARID1A,STARD5,0.210004804330939,1.27949952590975e-7,0.018768968913475,ec,0.043461630365540765
ARID1A,SUB1,0.182189471050685,4.89386282421373e-6,0.022503845572078,ec,0.05211750370570412
ARID1A,TMEM177,-0.207369163785247,1.84829719467254e-7,0.029424955108281,ec,0.06815772484146128
ARID1A,TMEM44,-0.060467071937386,0.132279536902025,0.019256358898576,ec,0.044591195372347806
ARID1A,TNFRSF10B,-0.179014049880344,7.17855462920161e-6,0.022088972826436,ec,0.05115600316182641
ARID1A,TSHR,0.273363142710099,4.182005804055e-12,0.028844609380566,ec,0.06681272751710922
ARID1A,TXNDC11,0.143000741490037,3.505380262e-4,0.020921851378966,ec,0.048451106495796425
ARID1A,TXNDC5,0.163197600047063,4.38695473329247e-5,0.01943035630265,ec,0.044994448177955886
ARID1A,VOPP1,0.140586029574728,4.41757084518e-4,0.021727128588851,ec,0.050317400397746036
ARID1A,WASF1,-0.171794618641784,1.67350571512283e-5,0.021487286954319,ec,0.04976154835764593
ARID1A,WIPI1,0.200734442679921,4.56799360701586e-7,0.017523628550541,ec,0.04057545514952125
ARID1A,ZBP1,0.240085900692576,1.3637133330216e-9,0.040808987822853,ec,0.0945411249600796
ARID1B,CTDSPL,0.055432816062936,0.16769244105581,0.042053384892373,ec,0.09742511401868068
ARID1B,PAQR7,0.060359824387269,0.132968356318087,0.029651566471661,ec,0.06868291467720614
ARID2,CHGB,-0.186326748642994,2.94121057896138e-6,0.040814093586786,ec,0.09455295797357605
ARID2,DGUOK,-0.1611796237205,5.46270562844915e-5,0.019567905877608,ec,0.04531323024431603
ARID2,FITM1,0.035802512933003,0.373099769207527,0.024008503130828,ec,0.05560466712216108
ARID2,LGALSL,-0.238012782334746,1.90371013383675e-9,0.021972841569602,ec,0.05088685974910523
ARID2,MDH1,-0.14108900795419901,4.21104979963e-4,0.022138084888961,ec,0.051269824267996374
ARID2,NFU1,-0.233480773775808,3.90519740305421e-9,0.019028555121262,ec,0.04406324202259025
ARID2,NGLY1,0.11366548444299,0.00456797761628,0.021728626188317,ec,0.050320871203471874
ARID2,OLFM1,-0.185613192597656,3.21377399401729e-6,0.020277983647196,ec,0.04695889188110979
ARID2,P2RY8,0.196420622195414,8.09559429189029e-7,0.021381259217507,ec,0.04951582065515947
ARID2,PDLIM2,-0.172973218310955,1.46092054587914e-5,0.019522852051894,ec,0.04520881442432586
ARID2,PEX11A,-0.150873851093822,1.60776454389e-4,0.024655419321711,ec,0.05710394678299965
ARID2,PLEK,0.168700957468426,2.38029178961313e-5,0.018751567939436,ec,0.04342130222594073
ARID2,PLEKHA1,-0.149740400209263,1.80301257816e-4,0.039832086698748,ec,0.09227707900379922
ARID2,RTN4,-0.18888870625945,2.13364490929948e-6,0.028896442259871,ec,0.06693285433229779
ARID2,SESTD1,-0.100581848564876,0.01214856992081,0.021949270448206,ec,0.05083223180287321
ARID2,TCAF1,-0.22161261964621,2.39177546905335e-8,0.019553321981678,ec,0.04527943090701116
ARID2,TM2D3,-0.174613378131215,1.20744107945971e-5,0.025727983733229,ec,0.05958970000697338
ARID2,TMEM51,-0.214591470108841,6.66975505579637e-8,0.021955462526079,ec,0.05084658243521809
ASF1A,CT45A10,0.183147097804937,4.35418797403248e-6,0.019247546349072,ec,0.04457077158883816
ASF1A,CTAG2,0.227834025316679,9.3653941660987e-9,0.023806932991573,ec,0.05513751231250186
ASF1A,DCAF4L2,0.221350207967523,2.48676969467635e-8,0.027525621995058,ec,0.06375586947604586
ASF1A,FKBP10,0.163435361271917,4.27431485111263e-5,0.022101716428978,ec,0.05118553747301895
ASF1A,GAGE12J,0.214080540146754,7.17694344310966e-8,0.022579690494589,ec,0.05229328033844446
ASF1A,MAGEA12,0.248033118827039,3.68815846640091e-10,0.039722967826184,ec,0.09202418734865989
ASF1A,MAGEA2,0.199334381489322,5.50787397196746e-7,0.018641346024312,ec,0.04316585418204724
ASF1A,MAGEA2B,0.19968106372527,5.25916244255931e-7,0.019696101100955,ec,0.045610332857744934
ASF1A,MAGEA9B,0.162284187697887,4.84635304528365e-5,0.024882106220263,ec,0.05762931167750583
ASF1A,MAGEC1,0.154212743997791,1.14167844647e-4,0.018938384730666,ec,0.04385426497960432
ASF1A,MREG,0.004839710066176,0.904195861764993,0.018719896392813,ec,0.04334790090077935
ASF1A,OR10D3,0.260914427709162,4.01364194627596e-11,0.017432444636241,ec,0.040364129184840974
ASF1A,OR8A1,0.255403150624427,1.05245954299295e-10,0.046473741112492,ec,0.10766964069444643
ASF1A,OR8D2,0.265926258735702,1.63773890824976e-11,0.023926683506502,ec,0.05541504364335777
ASF1A,OR8G5,0.252996602433184,1.59201684813048e-10,0.023356594396062,ec,0.05409381684428569
ASF1A,POTEG,0.167244320764969,2.80374220612516e-5,0.025254381943462,ec,0.05849209023813266
ASF1A,POTEH,0.188412064059696,2.26569506056423e-6,0.019193970295743,ec,0.04444660482937812
ASF1A,POTEM,0.196316285299441,8.20714339853066e-7,0.019772943178504,ec,0.0457884204764959
ASF1A,SAGE1,0.204627351758392,2.69614082221593e-7,0.026121843594702,ec,0.060502501522608915
ASF1A,SSX4,0.085619747589839,0.032903987284799,0.024573895912607,ec,0.056915009806503485
ASF1B,ACBD6,-0.16938410700723,2.20331064886269e-5,0.012992991338167,ec,0.03007534351391806
ASF1B,AKIRIN2,-0.207648492937195,1.77803929843354e-7,0.02202839648507,ec,0.051015612678765386
ASF1B,ASCC3,-0.219566114820294,3.23656070486206e-8,0.015600200656176,ec,0.03611775821481499
ASF1B,ASF1A,-0.293875980612819,7.76403370653528e-14,0.030810131239395,ec,0.07136798055823909
ASF1B,EIF3L,-0.172819635905147,1.48708975811509e-5,0.012955120245736,ec,0.0299875742488792
ASF1B,FBXL4,-0.229628048104927,7.11050897520176e-9,0.021070006311345,ec,0.048794467320427456
ASF1B,GBP3,0.105031629146146,0.008809759840173,0.016407584202721,ec,0.03798893371929321
ASF1B,GTF3A,-0.185784542598256,3.14619843671368e-6,0.013673457706945,ec,0.03165237837712191
ASF1B,GTF3C6,-0.206381409532283,2.11885269203349e-7,0.016942872509033,ec,0.03922950689036021
ASF1B,HDDC2,-0.186068842847417,3.03706793502065e-6,0.015192759411626,ec,0.03517348076504709
ASF1B,KBTBD8,-0.172515378740146,1.54025514811495e-5,0.013481364145932,ec,0.03120718629032047
ASF1B,LDHB,-0.169351605189292,2.21143974784157e-5,0.013659862501681,ec,0.031620870408973184
ASF1B,MATK,-0.135367368485085,7.19285836928e-4,0.014002631088369,ec,0.03241526383680538
ASF1B,MCPH1,-0.212351384949299,9.18499874314414e-8,0.029621784668205,ec,0.068613892981948
ASF1B,MTIF3,-0.141346688146835,4.10876583237e-4,0.015448692072606,ec,0.03576662503714802
ASF1B,PDSS2,-0.210443638732592,1.20293815667463e-7,0.020864393882936,ec,0.04831794418455035
ASF1B,POLRMT,-0.204323270260418,2.81054333616777e-7,0.017184141441580002,ec,0.039788666806989
ASF1B,QRSL1,-0.200861722469068,4.49065430193735e-7,0.015577440340761,ec,0.036065009375851165
ASF1B,RWDD1,-0.236430726799814,2.45051320010593e-9,0.032496147362295,ec,0.07527545685352173
ASF1B,SEC63,-0.257209540163759,7.69243571345804e-11,0.043754948128198,ec,0.10136862198316826
ASF1B,TBPL1,-0.204557009193564,2.72219950924957e-7,0.019457304582009,ec,0.04505690295603525
ASF1B,TIMM13,-0.172818353075086,1.48731020831642e-5,0.015399722048819,ec,0.03565313311703636
ASF1B,TUBE1,-0.227214991027204,1.02937458991154e-8,0.017878999401489,ec,0.04139905532585011
ASF1B,UFL1,-0.196978992185517,7.52295384311777e-7,0.015619945167617,ec,0.036163517688505516
ASF1B,USP45,-0.227934738609609,9.22224695337009e-9,0.018261627367169,ec,0.04228582603076791
ASF1B,WDR18,-0.16683354837094,2.93550507116263e-5,0.015051087372286,ec,0.03484514456000936
ASF1B,YJU2,-0.173844430946514,1.32056896700615e-5,0.016887511634599,ec,0.0391012036662102
ASF1B,ZUP1,-0.235963051592031,2.639509618008e-9,0.019974063484716,ec,0.046254532762345014
ATF2,DCLRE1B,0.0770241485865,0.055058360374099,7.18271364828536e-5,ec,1.2951907026287124e-4
ATR,CLTA,0.01016904173177,0.800339930625834,0.009910974871379,ec,0.02293252552892114
ATR,DAPK3,-0.00474137791348,0.906133312393407,0.010866384311754,ec,0.025146762800942767
ATR,TPM2,0.038526770875771,0.337808806615845,0.010744855007023,ec,0.024865108983420682
ATRIP,ABHD5,-0.095293102645926,0.017533980536927,0.013189362810161,ec,0.030530449999238322
ATRIP,AKAP2,-0.092041243737252,0.021795909880623,0.010517099501259,ec,0.024337267506814753
ATRIP,ANGPTL5,-0.161842804777959,5.08431053087855e-5,0.014635822506644,ec,0.033882735246883185
ATRIP,ATMIN,0.135277229870602,7.25260646951e-4,0.024562391642423,ec,0.05688834774649828
ATRIP,B4GAT1,0.106847157977185,0.00770145967296,0.013480655155729,ec,0.031205543149205636
ATRIP,CTSV,0.193306813359712,1.21408360601373e-6,0.010632615590942,ec,0.02460498522079704
ATRIP,DCAF1,-0.201119941682124,4.33760490974611e-7,0.025645500880883,ec,0.0593985394445495
ATRIP,DDB2,0.042996244527598,0.284710725353733,0.011447200451655,ec,0.026492850342903558
ATRIP,DOCK11,-0.183907949091115,3.96644934665721e-6,0.010797859486686,ec,0.02498795107550621
ATRIP,DOK1,-0.199459605334314,5.41676005567024e-7,0.011030078148083,ec,0.025526136269827072
